Sentence	label
ನಿಮ್ಮ ಅವ್ವ ರಂಡಿ	Not-Hope
@vyv v even Producer for KP	Not-Hope
FROM KING K-I-C-H-H-A -B-O-S-S BADSHAHA FANS ALL D BEST	Not-Hope
LOVE FROM KICCHA FANS🥰	Not-Hope
@satishnithyanandam nin yogyathege meeri mathgal aadbardu.	Not-Hope
Different ಮ್ಯೂಸಿಕ್ ಸರ್.nಅಜನಿಶ್ ಸರ್ ಗೆ ಧನ್ಯವಾದಗಳು..	Hope
Good song good making	Not-Hope
ಈಗ ಮಾತನಾಡಿ ಬೇರೆ ಭಾಷೆ ಅವರು	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Super d boss fans like	Not-Hope
Super anna	Hope
Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..	Not-Hope
ಓಳ್ಳೆ ಕಥೆ ಬಹಳ ವರ್ಷ ಆಗಿತ್ತು ಕೇಳಿ	Hope
Thu sooolemagane Bari star madya tandido kelsa madtiralo ibru kuda nam Kannada actors ibrigu nam support yavaglu irutte nimmanta soolemaklu ibru madyaadali tandidtira	Not-Hope
Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....	Not-Hope
Love you my Boss rakshi setty	Hope
Super bro Sakkathagide bro	Not-Hope
Super And Best Film My entire life..	Hope
Bro super bro amazing speech	Hope
Osm bro I vill support u	Hope
Bro nivu  supara	Hope
ಅಪ್ಪಟ ಕನ್ನಡ ಚಿತ್ರ ಸೂಪರ್	Hope
@AJITH S SHETTY yak uribeku.	Not-Hope
420 nan maga krishana	Not-Hope
Re release madi pakka node nodthare... Evaga yav theater allu ella nodoke. Movie tumba chennagide	Not-Hope
Rama rama tusu daksha jaripa‍	Not-Hope
ನೀವೇ ಹೇಳಿರುವುದು100 ಪರ್ಸೆಂಟ್ ನಿಜ ಆದರೆ ಅಸಭ್ಯವಾಗಿ ಹೇಳದೆ  ಸಭ್ಯವಾಗಿ ಹೇಳಬಹುದಿತ್ತು	Hope
Super super awesome awesome oh my god I like ur voice and song	Hope
ಸೂಪರ್ ಟ್ರೈಲರ್ ಅಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್.  ಜೈ ಡಿ ಬಾಸ್	Hope
Yenu tappilla bidu bro pakka helidiya	Not-Hope
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ವಷ೯ಕೊಂದು nಮೂವಿ ಮಾಡಿ ಅನ್ನೋರು ಲೈಕ್nಮಾಡಿ	Hope
Nam antha talent ge bele ilaa	Not-Hope
Kelave kelavu theatrenalli matra release agittu	Not-Hope
2.7k rashmika fans	Not-Hope
ಸತ್ಯವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಸಿನಿಮಾನೇ ಗುರು...	Hope
Nev hing madodhakene... nav udhara agthilla....	Not-Hope
Looo bolee makla tiktokersnSule Galla India du economy jasthe madeee adree nkn china du madtheraaa nBole makla Nim na hang madbeku n Tiktokers nChina du spoons ninunBole maklla Sule mundee galan	Not-Hope
up......	Not-Hope
I like it kanta nI like it	Not-Hope
@10 R Ayyo hogo thukalli gandu	Not-Hope
ಸೂಪರ್ ಸಾಂಗ್ altimate ಸಾಂಗ್ guru	Hope
Awesome movie best movie in Kannada 2019	Not-Hope
ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಸಾರ	Hope
Super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna	Hope
Bro superb keep doing	Hope
hands up english alva	Not-Hope
Worst movie. artane illa. 1 concept kuda illa.	Not-Hope
ಸೂಪರ್ .. ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ..	Hope
Best heroine n Shanvi- likenRashmika - comment	Hope
7 ಜನ್ಮ ಇದಿಯಾ ಆತ್ವಾ ಇಲ್ವೋ |n	Hope
@jagadish g dambal	Not-Hope
Happy to ban china App Bloody Tiktok	Not-Hope
Rango english animated movie nodi story bardiro haag ede.	Not-Hope
Thankz bro ದೊಡ್ಡ ಮಾತು	Not-Hope
Rakshit shetty bro	Hope
Yen huru helidiri super	Not-Hope
Haage madidre nam India dalli ketta kasa eralla anna	Not-Hope
Very nice togari tippa stori	Hope
Last nalli  heldalla guru superr	Not-Hope
U-turn is telugu or tamil movie na..?	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Superb bro...... Ever green	Not-Hope
Bro NIV helladu nija	Hope
600 ನೆ ಲೈಕ್ ನನ್ನದೇ	Not-Hope
Bro ur voice NYC bro	Not-Hope
@Nandi Parthasarathi ನಿನ್ ಅಮ್ಮನ್ ನ ಕೈಯಾ	Not-Hope
Abbbabbabababababa . . Dhoolu guru.. gooli Bantu	Not-Hope
ಏನೆ‌ ಆಗಲಿ ಮುಂದೆ ಸಾಗು ನಿ	Hope
ಲಾಕ್ ಡೌನ್ ಸಮಯದಲ್ಲಿ ಕಾರ್ಮಿಕರು ವಲಸಿಗರು ರೆಸ್ತೆ ಮೇಲೆ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿರುವ ವಿಡೀಯೋಗಳನ್ನ tiktak ನಲ್ಲಿ ಜನರಿಗೆ ತೋರಿಸಲಾಯಿತ್ತು ....ಈ tiktak ಇಲ್ಲ ಅಂದಿದ್ದರೆ ಈ ದಳ್ಳಾಳಿ ಮಿಡಿಯಾ ಬುಲೆಟ್ ಟ್ರೈನ್ ಅಲ್ಲಿ ಹೋಗುವ ಆಗೆ ಜನರಿಗೆ ತೋರಿಸುತ್ತಿದ್ದರು... ಜನರಿಂದ ಜನರಿಗೆ ಮಾಹಿತಿ ತಿಳಿಯುತ್ತಿತ್ತು...‌ ಇದರಲ್ಲಿ ಸಾದಕ ಬಾದಕ ಇದೆ..ಆದರೆ ಕೆಲ ಬಡ ಮಕ್ಕಳ ಟ್ಯಾಲೆಂಟ್‌ ಹೊರ ಜಗತ್ತಿಗೆ ತಲುಪುತ್ತಿತ್ತು.. ಏನು ಮಾಡೋದು ಈ ಕೆಲ ಜನ tiktak ban ಮಾಡಿದ್ದರೆ ದೇಶಭಕ್ತಿ ತರ ಫೋಸ್ ಕೊಡೋದು ನೋಡಿದರೆ .ಅಸಹ್ಯ ಆಗುತ್ತದೆ.. ಒಳ್ಳೆಯದನ್ನು ತಗೋಳಿ...ನಮ್ಮ ಹೆಮ್ಮೆಯ ಸೈನಿಕರಿಗೆ ಒಳ್ಳೆಯ ಆಹಾರ ಮತ್ತು ಸವಲತ್ತು ಒದಗಿಸಿ .ಮತ್ತು ಚೈನಾ ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳನ್ನ ನಿಲ್ಲಿಸಿ... ಯಾವ ನಿಮ್ಮ ಯೋಗ್ಯತೆಗೆ ಸಣ್ಣ ಕೈಗಾರಿಕೆಗಳನ್ನ ಬುಡ ಸಮೇತ ಕಿತ್ತು.... ಅವರನ್ನ ರಸ್ತೆಗೆ ತಂದವರು ಯಾರು... ದೇಶಭಕ್ತಿಯ ಹೆಸರಲ್ಲಿ ನಮ್ಮ ದೇಶದ ಜನಗಳ ಮೇಲೆ ದಬ್ಬಾಳಿಕೆ ಮಾಡುವ ಜನರನ್ನ ಮೊದಲು ಒದ್ದು ಹೊಡಿಸಬೇಕು...ಜೈಭಾರತ್	Hope
ಮಹಾಭಾರತದ ಕಾಲದ ಭಾಷೆ ಯಾವುದಾಗಿತು	Not-Hope
Nkn chindi rost guru....	Not-Hope
Kannadagru like here .Nama Kannada movie he estu craze edaa	Hope
kumar h teggin	Not-Hope
Nice tiger. Tipn	Not-Hope
Avane sriman narayana	Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ...n ಕಲಿಯುಗದಲ್ಲಿ ಕನ್ನಡಿಗನೇ ಸಾರ್ವಭೌಮ	Hope
ಶಂಕ್ರಣ್ಣ is back	Not-Hope
kiran kumar  account number loude ke bal pakad	Not-Hope
ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.	Hope
ನಮ್ಮ ಕನ್ನಡ ಹೀರೋಗಳ ಲೆವೆಲ್ change agide after kgf.	Hope
Ayyo Vishal movie remake guru idu	Not-Hope
Idu Charitre srustiso avatara ......ASN	Hope
ಜಾಸ್ತಿ ಕಾಯುಬೇಡಿ ಈ ವಿಡಿಯೋ ನೋಡಿ   ಹೆಸರಾಂತ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದಂತಹ ನೈಜ ಘಟನೆ	Hope
@Ŕävîñđŕå_02_GøWđřú brother one point Nivu movie chennagi nodi BGM ULTI ide	Not-Hope
@MOVIES BOX o Robert	Not-Hope
Jivanakke ondu holle adaara e togari tippana Kate always Anna nanu kuda Sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna	Hope
Sir hagadre namma desha kooda communist rastra agbeka?	Not-Hope
RAKSHIT ABHIMAANIGALE!! Yaaru yaaru aa signature stepna try maadidiro illi like maadi!!	Hope
Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali	Hope
Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte	Not-Hope
ನೀವು ಹೇಳಿದ್ದರಲ್ಲಿ ಎನೂ ತಪ್ಪಿಲ್ಲ ...	Not-Hope
Step ge fans agidivi annoru give like	Not-Hope
Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......	Not-Hope
Devaru olledu madtane sir..nimge chenag iri	Hope
Nin  video delete agolla bidu bro ninge nav support madtivi innu e tara videos na mattastu madu chaina bucket galige tale kediskobeda	Not-Hope
@Dayananda C lol judge ge lancha kottu jailge hogi bandirorna CM madiroru 420 BJP	Not-Hope
Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...	Not-Hope
ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು	Hope
ಅಣ್ಣನ ಮೂವಿ ತಿಕ್ಲ ಪೊರ್ಕಿ ಹುಚ್ಚ ವೆಂಕಟ್ ಆಡಿಯೋ ಲಾಂಚ್ ಮಾರ್ಸ್ ಅಲ್ಲಿನ ಅಥವಾ ನೆಪ್ಟ್ಯೂನ್ ನಲ್ಲಿನ	Not-Hope
Nusarath Nadaf suparandhttp	Not-Hope
Uttara Karnatakad attyuttama hasya	Not-Hope
Songs are not needed	Not-Hope
@RAJ NRJ nijavada matu atleast navu avaranna nodi kaliyo pathagalu tumba irutte	Not-Hope
Kavravru ketavarala viraru	Not-Hope
Dont appset sir plz	Not-Hope
super film kavanadalli kathe	Hope
SUPER DUPER MOVIE	Not-Hope
Super rakshith sir	Not-Hope
V P super voice	Not-Hope
ಯಾರು ಆವಾಗಾವಾಗ ಬಂದು ಹಾಡು ಕೇಳ್ತಾ ಇದ್ದೀರಾ ...? nಒಂಥರಾ ಚೆನ್ನಾಗಿದೆ	Not-Hope
Appu boss kade enda.    Asn.  Movie ge.  Full support edhe	Hope
Sir mate communist best antiria nDemocracy li rajakarnigalu kithadtare	Not-Hope
@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...	Not-Hope
Super song bro superrrrr......b	Not-Hope
ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ ....	Not-Hope
SUPER GURU..SARIYAGI BAYDIDYA ESHTU UGUDHRU ENNA BUDDI BARALLA KELAVU MUNDEGALIGE..	Not-Hope
Mostly e haadu aadmele sanvi entry kodthare ansuthe naan complaint kodak station hodre neevili bar ge bandu kudithideera anno dialogue	Not-Hope
Super Answer s	Hope
Good massage broooo lv u	Not-Hope
Well said sir	Not-Hope
Well said sir	Hope
200 ne like nande	Not-Hope
Thunbha holle msg kotri	Not-Hope
Tik tok ban agleee beku	Not-Hope
All kannada fans hands up to avaneshrimath narayana keep rocking movie	Hope
Super trailer praju Anna	Not-Hope
ಸೂಪರ್ ಗುರು.... ಗುರು ನಿಮ್ಮೂರು	Not-Hope
Super songu guru	Not-Hope
@Troll Stupid Fans naanu adikke kano helthirodu  ninnantha jathi naayi na hethidke paapa avru baiskothidare kano balegara kaamuka nan makla	Not-Hope
Super kannda super	Not-Hope
ಅದ್ಭುತ ಹಾಡು	Hope
Olleya sandesh yelidri sir your great tq sir and happy jurny	Hope
ನಿಜವಾಗಿಯೂ ಅಣ್ಣ HANDS OFF TO YOU.. ಧನ್ಯವಾದಗಳು...	Not-Hope
Well said bro	Hope
ಸರ್ bigg boss house ಗೆ ಹೋಗಿ ನೀವೇ ಗೆಲ್ತಿರಾ 🥺	Not-Hope
After #marakkar trailer	Not-Hope
ಈ ಚಿತ್ರ  ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಇನ್ನೊಂದು ಪ್ರಮುಖ ಮೈಲು	Hope
ನಮ್ಮ ಪ್ರೀತಿಯ ಯಜಮಾನ ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ಡಿ  ಬಾಸ್ ಅವರು ಕ್ಲಾಪ್ ಮಾಡಿ ಶುಭ ಹಾರೈಸಿರುವ nಡೈನಾಮಿಕ್ ಪ್ರಿನ್ಸ್ ಪ್ರಜ್ವಲ್ -ದೇವರಾಜ್ ಅಣ್ಣಾ --- ಅಭಿನಯದ ಜಂಟಲ್ ಮನ್ ಚಿತ್ರದ ಟ್ರೈಲರ್ ಬಿಡುಗಡೆಯಾಗಿದೆ ನೋಡಿ ಆನಂದಿಸಿ	Hope
Disappoint agide song keli Ishtu hype kottu song bidbardu	Not-Hope
hidden number -	Not-Hope
Mastu mastu... Idu Idu bekagirodu...	Not-Hope
rashmika tunnanna nge max 5 years tym bt shetty ge innu 20 ys tym ide RAKSHITH SHETTY belibeku annoru movie nodi .....	Not-Hope
@TROLL MONSTER_KANNADA nಆಯ್ತು ಕಣೋ.... ಇವಾಗ ನೀನು ನನಗಿಂತ ದೊಡ್ಡ ಷಂಡ ಅಲ್ಲ ಅನ್ನೋದಾದ್ರೆ ನಿನ್ mobile no. ಹಾಕೋಕೆ ಏನೋ ಕಷ್ಟ???? ನೀನ್ ನಿನ್ mobile no. ನಿನ್ ನಿಜವಾದ ಹೆಸರು ಹಾಕ್ಲಿಲ್ಲ ಅಂದ್ರೆ.... ಮೇಲೆ ನೀನು ಬೈದಿರೋ ಅಷ್ಟೂ comments ನಿಂಗೆ ಉಲ್ಟಾ ಆಗ್ಲಿ.... ನಿನ್ನಮ್ಮನ್	Not-Hope
@Prasad Hegde Elli dull ide	Not-Hope
E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku	Not-Hope
ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು	Not-Hope
Kadu odiyuva majane bere inserted people get a answer	Not-Hope
@kushal kumar thankz hage insta alli follow madi	Not-Hope
kannadavu support madalla jatre song matra views agodu.tiktok ellla busy agavre . telugu alli 1 day 10 millon agutte namalli agalla	Hope
ಸಕ್ಕತ್ ಸಾಂಗೂ ಗುರು	Not-Hope
It's 20.09 minutes	Not-Hope
Navu delet madi tumba dina aytu	Not-Hope
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲುತುಮುಕೂರು ಹೈವೇ ಅಲ್ಲಿ ಎಲ್ಲಿ ಹೇಳೋ ಮಿಂಡ್ರಿಕೆ	Not-Hope
50 ಮಿಲಿಯನ್ ಆಗುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ	Hope
Next level #stunning	Not-Hope
ನನ್ನ ಗೆಲ್ಲೋದು ಊಹೆಗೂ ಮೀರಿದ ಸಾಹಸnOsm line	Hope
supper bro 100%	Not-Hope
Thanks Venki Anna	Not-Hope
ತೊಗರಿ ತಿಪ್ಪ ಕಥೆ ತುಂಬಾ ಜನ್ನಾಗಿ ಮುಡಿ ಬಂದಿದೆ	Hope
Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte	Not-Hope
Sir nimge anatha anatha dhanyavadhagalu	Not-Hope
ಬಾರಿ ಸಿಂಪಲ್ ಹಾಡು... ಹಾಗೆ ಕೇಳ್ತಾನೆ ಇರಬೇಕು ಅನ್ನೋರು ಲೈಕ ಮಾಡಿ....	Not-Hope
ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.	Hope
bere language comment madbedro huligala	Not-Hope
Sir ondhh hellla ..... nEllaru kelsa antha ondhh madtirtare ....nnMathe biduvu madkondu film nodok barthivi .....nAvaga naav estu antha ollole film na nodbodhu neevu heli ...nnSwalpa plan madkondu industry ...Ella ottige bido yojane na hidkoldhe idre best ....	Not-Hope
ನೀಜಾ ಅಣ್ಣಾ ಸೂಪರ್ 🤣🤣🤣🤣🤣🤣🤣🤣	Hope
Ivru helirodu antalla namma dharma shashtra helide. Ashwathhama chranjivi endu. Adre avru doctor manège hogidru adu doubt	Not-Hope
Story e movie plus point	Hope
En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu	Hope
Avanige savilla adre evagu edana	Hope
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸಾರ್	Hope
Yaar guru idnu kooda dislike maadidare	Not-Hope
Karavali king Rakshith Shetty fans frm Uttara kannada	Not-Hope
ನಿಮ್ಮಯಲ್ಲ ವಿಡಿಯೋ ನೋಡೋಕೆ ತುಂಬಾ ಖುಷಿ ಆಗುತ್ತೆ. ಇನ್ನು ಈ ರೀತಿ ವಿಡಿಯೋ ಗಳನು ಮಾಡಿ nThank u	Hope
@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.	Not-Hope
Nice story togari tippa	Not-Hope
ವಾವ್ ಶೆಟ್ರೇ ಅದ್ಭುತ	Not-Hope
Le hudugira tik tok bidi banni lagori aduma horagde social distance nalli lagori ata tik tok ge tata only for tik tok girls ________	Hope
ದರ್ಶನ್  ಅವರ    ಜಾಮೀನು ಅರ್ಜಿಯನ್ನು ನ್ಯಾಯಾಲಯ ನಮಸ್ಕಾರ ನಮಸ್ಕಾರ	Not-Hope
China apps dayvitu ban madi superg hugdira innu hugiri nam india jana sariilla thu	Not-Hope
ಚೆನ್ನಾಗಿದೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ	Not-Hope
Bro super neevu	Hope
Raaja prathyaksha devatha ....	Hope
ಬ್ರೋ ಸೂಪರ್ ಆಗಿ til tokersನ roast ಮಾಡ್ತಿರ til tok maadorella ಶ್ಯಾ ಟ ಗಳು	Not-Hope
ಹೌದೋ ಹುಲಿಯಾ	Hope
ONDU LIKES ELLA	Not-Hope
Super tippa story	Not-Hope
sakath bro	Not-Hope
Bindu gowda ge sariyyagi batthi itree sir ..super sir neevu	Not-Hope
ಇದೇ ಟ್ರೇಂಡ್ ಸೆಟ್ಟಿಂಗ್ ಎಂದರೆ... All the best ASN	Hope
basavaraj tambak lol  Peddha	Not-Hope
ASN movie na 1st day 1st show nodoru like maadi	Not-Hope
ಹಾಡು ಸುಪರ್ ಸಂಗೀತ ಸಂಯೋಜನೆ ಸುಪರ್ ಸುಪರ್	Not-Hope
ಸರಿ ಇದೆ ಅಣ್ಣ	Hope
ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ	Hope
Sexyyyy.. tiktok sade galige sakath tong	Not-Hope
Ganesh Bhat -ಅಯ್ಯೊ ಮರಾಯ ನನ್ನಗೆ ನಿನ್ನ ಮನೆ ಮಜ್ಜಿಗೆ ಯಾಕಪ್ಪಾ. ಯಾರಾದರೂ ದಾರಿಹೊಕರಿಗೆ ನಿಡಪ್ಪಾ	Not-Hope
Nys cmnt gagana mem	Not-Hope
ಹಾಡು  ತುಂಬಾ  ಚೆನ್ನಾಗಿ ಇದೇ ಹುಲಿಯ nಇದೇ ಡಿಸೆಂಬರ್ 27 ಕ್ಕೆ ಮೂವಿ ತೆರೆಗೆ ಬರ್ತಿದೇ ಯಲ್ಲ  ಹಳೆ ರೆಕಾರ್ಡ್ ಗಳ್ ಗೆಲ್ಲ RIP. ಬರ್ತಾ ಇರೋದು ನಮ್ಮ  ಹುಲಿಯ	Hope
Daridra rajkaranadinda Kelsane sigtilla guru company factory yella muccho stitili idare	Not-Hope
Navu kuri Alla guru kaliyugada kaligallu	Hope
3ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರು  ನೋಡ್ತಾ ಇದ್ದೀರಾ	Not-Hope
ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ  ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್	Hope
Super video broo	Not-Hope
Nija 100%  but aswastama antta heg  kandiditare..	Not-Hope
Super sir keep it	Hope
Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu	Not-Hope
@Kiccha Vitthal ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ	Hope
@Lemon & are you from odissa?	Not-Hope
Lo Anna ninu nijvada hero kanocorrect agi helde	Hope
Bro nim videos delete agalla bedi  bro don't worry do videos bro	Not-Hope
Your father is a great actor.but industry nalli ollethankke bele kodalla.olle natarige sambavane kodalla.mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi	Hope
All d best frm appu boys	Not-Hope
Yuddha maadabeku 'odhabaradhu' katukara mundhe bhagavadhgeethe...	Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
@ಕಿಚ್ಚನ ಹಾವಳಿ astu cheepalla bido nimtara 60cr above madide pailwan kurukshetra 100cr collection madide	Not-Hope
ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ	Hope
ಸಾರ್ ಅಶ್ವತ್ಥ್ ಅಪ್ಪಾಜೀ ಅಂತಹ ತಂದೆಯವರನ್ನು ಪಡೆದ ನೀವು ಧನ್ಯರು	Hope
ಸತ್ಯಕ್ಕೆ ಸಾವಿಲ್ಲ ಸುಳ್ಳಿಗೆ ಸುಖವಿಲ್ಲ  ಇದುಸತ್ಯ	Hope
Sundaravada Kate super	Not-Hope
Anna super Anna	Not-Hope
Yenelbeko gothagtilla nim swabimanakke ondu Salam sir	Hope
Promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir Karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಾಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir	Not-Hope
