,Sentence,label
4940,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
4545,Super d boss fans like,Not-Hope
3170,Super anna,Hope
4666,Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..,Not-Hope
4292,ಓಳ್ಳೆ ಕಥೆ ಬಹಳ ವರ್ಷ ಆಗಿತ್ತು ಕೇಳಿ,Hope
3284,Thu sooolemagane Bari star madya tandido kelsa madtiralo ibru kuda nam Kannada actors ibrigu nam support yavaglu irutte nimmanta soolemaklu ibru madyaadali tandidtira,Not-Hope
4835,Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....,Not-Hope
2546,Love you my Boss rakshi setty,Hope
924,Super bro Sakkathagide bro,Not-Hope
2353,Super And Best Film My entire life..,Hope
5569,Bro super bro amazing speech,Hope
3196,Osm bro I vill support u,Hope
2719,Bro nivu  supara,Hope
7175,ಅಪ್ಪಟ ಕನ್ನಡ ಚಿತ್ರ ಸೂಪರ್,Hope
2904,@AJITH S SHETTY yak uribeku.,Not-Hope
1845,420 nan maga krishana,Not-Hope
485,Re release madi pakka node nodthare... Evaga yav theater allu ella nodoke. Movie tumba chennagide,Not-Hope
5823,Rama rama tusu daksha jaripa‍,Not-Hope
3115,ನೀವೇ ಹೇಳಿರುವುದು100 ಪರ್ಸೆಂಟ್ ನಿಜ ಆದರೆ ಅಸಭ್ಯವಾಗಿ ಹೇಳದೆ  ಸಭ್ಯವಾಗಿ ಹೇಳಬಹುದಿತ್ತು,Hope
994,Super super awesome awesome oh my god I like ur voice and song,Hope
5951,ಸೂಪರ್ ಟ್ರೈಲರ್ ಅಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್.  ಜೈ ಡಿ ಬಾಸ್,Hope
1277,Yenu tappilla bidu bro pakka helidiya,Not-Hope
5800,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ವಷ೯ಕೊಂದು nಮೂವಿ ಮಾಡಿ ಅನ್ನೋರು ಲೈಕ್nಮಾಡಿ,Hope
5274,Nam antha talent ge bele ilaa,Not-Hope
2386,Kelave kelavu theatrenalli matra release agittu,Not-Hope
4813,2.7k rashmika fans,Not-Hope
7276,ಸತ್ಯವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಸಿನಿಮಾನೇ ಗುರು...,Hope
1686,Nev hing madodhakene... nav udhara agthilla....,Not-Hope
5290,Looo bolee makla tiktokersnSule Galla India du economy jasthe madeee adree nkn china du madtheraaa nBole makla Nim na hang madbeku n Tiktokers nChina du spoons ninunBole maklla Sule mundee galan,Not-Hope
6916,up......,Not-Hope
926,I like it kanta nI like it,Not-Hope
2231,@10 R Ayyo hogo thukalli gandu,Not-Hope
6654,ಸೂಪರ್ ಸಾಂಗ್ altimate ಸಾಂಗ್ guru,Hope
7225,Awesome movie best movie in Kannada 2019,Not-Hope
689,ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಸಾರ,Hope
4315,Super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna,Hope
5334,Bro superb keep doing,Hope
3994,hands up english alva,Not-Hope
4958,Worst movie. artane illa. 1 concept kuda illa.,Not-Hope
6932,ಸೂಪರ್ .. ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ..,Hope
6351,Best heroine n Shanvi- likenRashmika - comment,Hope
1398,7 ಜನ್ಮ ಇದಿಯಾ ಆತ್ವಾ ಇಲ್ವೋ |n,Hope
7106,@jagadish g dambal,Not-Hope
960,Happy to ban china App Bloody Tiktok,Not-Hope
1664,Rango english animated movie nodi story bardiro haag ede.,Not-Hope
5355,Thankz bro ದೊಡ್ಡ ಮಾತು,Not-Hope
2042,Rakshit shetty bro,Hope
3151,Yen huru helidiri super,Not-Hope
5305,Haage madidre nam India dalli ketta kasa eralla anna,Not-Hope
5156,Very nice togari tippa stori,Hope
70,Last nalli  heldalla guru superr,Not-Hope
4750,U-turn is telugu or tamil movie na..?,Not-Hope
4913,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
2768,Superb bro...... Ever green,Not-Hope
5340,Bro NIV helladu nija,Hope
4028,600 ನೆ ಲೈಕ್ ನನ್ನದೇ,Not-Hope
6145,Bro ur voice NYC bro,Not-Hope
1091,@Nandi Parthasarathi ನಿನ್ ಅಮ್ಮನ್ ನ ಕೈಯಾ,Not-Hope
1602,Abbbabbabababababa . . Dhoolu guru.. gooli Bantu,Not-Hope
2104,ಏನೆ‌ ಆಗಲಿ ಮುಂದೆ ಸಾಗು ನಿ,Hope
6271,ಲಾಕ್ ಡೌನ್ ಸಮಯದಲ್ಲಿ ಕಾರ್ಮಿಕರು ವಲಸಿಗರು ರೆಸ್ತೆ ಮೇಲೆ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿರುವ ವಿಡೀಯೋಗಳನ್ನ tiktak ನಲ್ಲಿ ಜನರಿಗೆ ತೋರಿಸಲಾಯಿತ್ತು ....ಈ tiktak ಇಲ್ಲ ಅಂದಿದ್ದರೆ ಈ ದಳ್ಳಾಳಿ ಮಿಡಿಯಾ ಬುಲೆಟ್ ಟ್ರೈನ್ ಅಲ್ಲಿ ಹೋಗುವ ಆಗೆ ಜನರಿಗೆ ತೋರಿಸುತ್ತಿದ್ದರು... ಜನರಿಂದ ಜನರಿಗೆ ಮಾಹಿತಿ ತಿಳಿಯುತ್ತಿತ್ತು...‌ ಇದರಲ್ಲಿ ಸಾದಕ ಬಾದಕ ಇದೆ..ಆದರೆ ಕೆಲ ಬಡ ಮಕ್ಕಳ ಟ್ಯಾಲೆಂಟ್‌ ಹೊರ ಜಗತ್ತಿಗೆ ತಲುಪುತ್ತಿತ್ತು.. ಏನು ಮಾಡೋದು ಈ ಕೆಲ ಜನ tiktak ban ಮಾಡಿದ್ದರೆ ದೇಶಭಕ್ತಿ ತರ ಫೋಸ್ ಕೊಡೋದು ನೋಡಿದರೆ .ಅಸಹ್ಯ ಆಗುತ್ತದೆ.. ಒಳ್ಳೆಯದನ್ನು ತಗೋಳಿ...ನಮ್ಮ ಹೆಮ್ಮೆಯ ಸೈನಿಕರಿಗೆ ಒಳ್ಳೆಯ ಆಹಾರ ಮತ್ತು ಸವಲತ್ತು ಒದಗಿಸಿ .ಮತ್ತು ಚೈನಾ ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳನ್ನ ನಿಲ್ಲಿಸಿ... ಯಾವ ನಿಮ್ಮ ಯೋಗ್ಯತೆಗೆ ಸಣ್ಣ ಕೈಗಾರಿಕೆಗಳನ್ನ ಬುಡ ಸಮೇತ ಕಿತ್ತು.... ಅವರನ್ನ ರಸ್ತೆಗೆ ತಂದವರು ಯಾರು... ದೇಶಭಕ್ತಿಯ ಹೆಸರಲ್ಲಿ ನಮ್ಮ ದೇಶದ ಜನಗಳ ಮೇಲೆ ದಬ್ಬಾಳಿಕೆ ಮಾಡುವ ಜನರನ್ನ ಮೊದಲು ಒದ್ದು ಹೊಡಿಸಬೇಕು...ಜೈಭಾರತ್,Hope
3520,ಮಹಾಭಾರತದ ಕಾಲದ ಭಾಷೆ ಯಾವುದಾಗಿತು,Not-Hope
5533,Nkn chindi rost guru....,Not-Hope
2890,Kannadagru like here .Nama Kannada movie he estu craze edaa,Hope
5139,kumar h teggin,Not-Hope
5074,Nice tiger. Tipn,Not-Hope
3098,Avane sriman narayana,Hope
5851,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
3360,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ...n ಕಲಿಯುಗದಲ್ಲಿ ಕನ್ನಡಿಗನೇ ಸಾರ್ವಭೌಮ,Hope
6670,ಶಂಕ್ರಣ್ಣ is back,Not-Hope
6386,kiran kumar  account number loude ke bal pakad,Not-Hope
5595,ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,Hope
1496,ನಮ್ಮ ಕನ್ನಡ ಹೀರೋಗಳ ಲೆವೆಲ್ change agide after kgf.,Hope
582,Ayyo Vishal movie remake guru idu,Not-Hope
6937,Idu Charitre srustiso avatara ......ASN,Hope
3896,ಜಾಸ್ತಿ ಕಾಯುಬೇಡಿ ಈ ವಿಡಿಯೋ ನೋಡಿ   ಹೆಸರಾಂತ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದಂತಹ ನೈಜ ಘಟನೆ,Hope
1057,@Ŕävîñđŕå_02_GøWđřú brother one point Nivu movie chennagi nodi BGM ULTI ide,Not-Hope
6893,@MOVIES BOX o Robert,Not-Hope
5088,Jivanakke ondu holle adaara e togari tippana Kate always Anna nanu kuda Sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna,Hope
1790,Sir hagadre namma desha kooda communist rastra agbeka?,Not-Hope
2083,RAKSHIT ABHIMAANIGALE!! Yaaru yaaru aa signature stepna try maadidiro illi like maadi!!,Hope
4266,Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali,Hope
2718,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte,Not-Hope
1280,ನೀವು ಹೇಳಿದ್ದರಲ್ಲಿ ಎನೂ ತಪ್ಪಿಲ್ಲ ...,Not-Hope
2843,Step ge fans agidivi annoru give like,Not-Hope
1685,Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......,Not-Hope
4132,Devaru olledu madtane sir..nimge chenag iri,Hope
6477,Nin  video delete agolla bidu bro ninge nav support madtivi innu e tara videos na mattastu madu chaina bucket galige tale kediskobeda,Not-Hope
5623,@Dayananda C lol judge ge lancha kottu jailge hogi bandirorna CM madiroru 420 BJP,Not-Hope
85,Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...,Not-Hope
3983,ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು,Hope
6325,ಅಣ್ಣನ ಮೂವಿ ತಿಕ್ಲ ಪೊರ್ಕಿ ಹುಚ್ಚ ವೆಂಕಟ್ ಆಡಿಯೋ ಲಾಂಚ್ ಮಾರ್ಸ್ ಅಲ್ಲಿನ ಅಥವಾ ನೆಪ್ಟ್ಯೂನ್ ನಲ್ಲಿನ,Not-Hope
6740,Nusarath Nadaf suparandhttp,Not-Hope
5107,Uttara Karnatakad attyuttama hasya,Not-Hope
6462,Songs are not needed,Not-Hope
4165,@RAJ NRJ nijavada matu atleast navu avaranna nodi kaliyo pathagalu tumba irutte,Not-Hope
3561,Kavravru ketavarala viraru,Not-Hope
611,Dont appset sir plz,Not-Hope
6487,super film kavanadalli kathe,Hope
2361,SUPER DUPER MOVIE,Not-Hope
6828,Super rakshith sir,Not-Hope
1938,V P super voice,Not-Hope
5378,ಯಾರು ಆವಾಗಾವಾಗ ಬಂದು ಹಾಡು ಕೇಳ್ತಾ ಇದ್ದೀರಾ ...? nಒಂಥರಾ ಚೆನ್ನಾಗಿದೆ,Not-Hope
1976,Appu boss kade enda.    Asn.  Movie ge.  Full support edhe,Hope
5597,Sir mate communist best antiria nDemocracy li rajakarnigalu kithadtare,Not-Hope
3386,@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...,Not-Hope
1112,Super song bro superrrrr......b,Not-Hope
696,ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ ....,Not-Hope
5490,SUPER GURU..SARIYAGI BAYDIDYA ESHTU UGUDHRU ENNA BUDDI BARALLA KELAVU MUNDEGALIGE..,Not-Hope
151,Mostly e haadu aadmele sanvi entry kodthare ansuthe naan complaint kodak station hodre neevili bar ge bandu kudithideera anno dialogue,Not-Hope
6206,Super Answer s,Hope
3195,Good massage broooo lv u,Not-Hope
4465,Well said sir,Not-Hope
1769,Well said sir,Hope
5860,200 ne like nande,Not-Hope
7434,Thunbha holle msg kotri,Not-Hope
2764,Tik tok ban agleee beku,Not-Hope
5829,All kannada fans hands up to avaneshrimath narayana keep rocking movie,Hope
1490,Super trailer praju Anna,Not-Hope
2755,ಸೂಪರ್ ಗುರು.... ಗುರು ನಿಮ್ಮೂರು,Not-Hope
5828,Super songu guru,Not-Hope
2228,@Troll Stupid Fans naanu adikke kano helthirodu  ninnantha jathi naayi na hethidke paapa avru baiskothidare kano balegara kaamuka nan makla,Not-Hope
4682,Super kannda super,Not-Hope
747,ಅದ್ಭುತ ಹಾಡು,Hope
652,Olleya sandesh yelidri sir your great tq sir and happy jurny,Hope
2487,ನಿಜವಾಗಿಯೂ ಅಣ್ಣ HANDS OFF TO YOU.. ಧನ್ಯವಾದಗಳು...,Not-Hope
1246,Well said bro,Hope
4128,ಸರ್ bigg boss house ಗೆ ಹೋಗಿ ನೀವೇ ಗೆಲ್ತಿರಾ 🥺,Not-Hope
6590,After #marakkar trailer,Not-Hope
729,ಈ ಚಿತ್ರ  ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಇನ್ನೊಂದು ಪ್ರಮುಖ ಮೈಲು,Hope
5902,ನಮ್ಮ ಪ್ರೀತಿಯ ಯಜಮಾನ ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ಡಿ  ಬಾಸ್ ಅವರು ಕ್ಲಾಪ್ ಮಾಡಿ ಶುಭ ಹಾರೈಸಿರುವ nಡೈನಾಮಿಕ್ ಪ್ರಿನ್ಸ್ ಪ್ರಜ್ವಲ್ -ದೇವರಾಜ್ ಅಣ್ಣಾ --- ಅಭಿನಯದ ಜಂಟಲ್ ಮನ್ ಚಿತ್ರದ ಟ್ರೈಲರ್ ಬಿಡುಗಡೆಯಾಗಿದೆ ನೋಡಿ ಆನಂದಿಸಿ,Hope
2276,Disappoint agide song keli Ishtu hype kottu song bidbardu,Not-Hope
6274,hidden number -,Not-Hope
6608,Mastu mastu... Idu Idu bekagirodu...,Not-Hope
7194,rashmika tunnanna nge max 5 years tym bt shetty ge innu 20 ys tym ide RAKSHITH SHETTY belibeku annoru movie nodi .....,Not-Hope
5245,@TROLL MONSTER_KANNADA nಆಯ್ತು ಕಣೋ.... ಇವಾಗ ನೀನು ನನಗಿಂತ ದೊಡ್ಡ ಷಂಡ ಅಲ್ಲ ಅನ್ನೋದಾದ್ರೆ ನಿನ್ mobile no. ಹಾಕೋಕೆ ಏನೋ ಕಷ್ಟ???? ನೀನ್ ನಿನ್ mobile no. ನಿನ್ ನಿಜವಾದ ಹೆಸರು ಹಾಕ್ಲಿಲ್ಲ ಅಂದ್ರೆ.... ಮೇಲೆ ನೀನು ಬೈದಿರೋ ಅಷ್ಟೂ comments ನಿಂಗೆ ಉಲ್ಟಾ ಆಗ್ಲಿ.... ನಿನ್ನಮ್ಮನ್,Not-Hope
2018,@Prasad Hegde Elli dull ide,Not-Hope
2736,E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku,Not-Hope
905,ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು,Not-Hope
7321,Kadu odiyuva majane bere inserted people get a answer,Not-Hope
1268,@kushal kumar thankz hage insta alli follow madi,Not-Hope
6338,kannadavu support madalla jatre song matra views agodu.tiktok ellla busy agavre . telugu alli 1 day 10 millon agutte namalli agalla,Hope
4833,ಸಕ್ಕತ್ ಸಾಂಗೂ ಗುರು,Not-Hope
2112,It's 20.09 minutes,Not-Hope
2746,Navu delet madi tumba dina aytu,Not-Hope
5235,@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲುತುಮುಕೂರು ಹೈವೇ ಅಲ್ಲಿ ಎಲ್ಲಿ ಹೇಳೋ ಮಿಂಡ್ರಿಕೆ,Not-Hope
6708,50 ಮಿಲಿಯನ್ ಆಗುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,Hope
6659,Next level #stunning,Not-Hope
168,ನನ್ನ ಗೆಲ್ಲೋದು ಊಹೆಗೂ ಮೀರಿದ ಸಾಹಸnOsm line,Hope
2794,supper bro 100%,Not-Hope
6514,Thanks Venki Anna,Not-Hope
5164,ತೊಗರಿ ತಿಪ್ಪ ಕಥೆ ತುಂಬಾ ಜನ್ನಾಗಿ ಮುಡಿ ಬಂದಿದೆ,Hope
1408,Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte,Not-Hope
6535,Sir nimge anatha anatha dhanyavadhagalu,Not-Hope
2822,ಬಾರಿ ಸಿಂಪಲ್ ಹಾಡು... ಹಾಗೆ ಕೇಳ್ತಾನೆ ಇರಬೇಕು ಅನ್ನೋರು ಲೈಕ ಮಾಡಿ....,Not-Hope
3610,ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,Hope
6343,bere language comment madbedro huligala,Not-Hope
414,Sir ondhh hellla ..... nEllaru kelsa antha ondhh madtirtare ....nnMathe biduvu madkondu film nodok barthivi .....nAvaga naav estu antha ollole film na nodbodhu neevu heli ...nnSwalpa plan madkondu industry ...Ella ottige bido yojane na hidkoldhe idre best ....,Not-Hope
1228,ನೀಜಾ ಅಣ್ಣಾ ಸೂಪರ್ 🤣🤣🤣🤣🤣🤣🤣🤣,Hope
3568,Ivru helirodu antalla namma dharma shashtra helide. Ashwathhama chranjivi endu. Adre avru doctor manège hogidru adu doubt,Not-Hope
7202,Story e movie plus point,Hope
5976,En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu,Hope
3539,Avanige savilla adre evagu edana,Hope
4319,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸಾರ್,Hope
4130,Yaar guru idnu kooda dislike maadidare,Not-Hope
6835,Karavali king Rakshith Shetty fans frm Uttara kannada,Not-Hope
3681,ನಿಮ್ಮಯಲ್ಲ ವಿಡಿಯೋ ನೋಡೋಕೆ ತುಂಬಾ ಖುಷಿ ಆಗುತ್ತೆ. ಇನ್ನು ಈ ರೀತಿ ವಿಡಿಯೋ ಗಳನು ಮಾಡಿ nThank u,Hope
5611,@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.,Not-Hope
4286,Nice story togari tippa,Not-Hope
7473,ವಾವ್ ಶೆಟ್ರೇ ಅದ್ಭುತ,Not-Hope
1240,Le hudugira tik tok bidi banni lagori aduma horagde social distance nalli lagori ata tik tok ge tata only for tik tok girls ________,Hope
2873,ದರ್ಶನ್  ಅವರ    ಜಾಮೀನು ಅರ್ಜಿಯನ್ನು ನ್ಯಾಯಾಲಯ ನಮಸ್ಕಾರ ನಮಸ್ಕಾರ,Not-Hope
6002,China apps dayvitu ban madi superg hugdira innu hugiri nam india jana sariilla thu,Not-Hope
6935,ಚೆನ್ನಾಗಿದೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,Not-Hope
7011,Bro super neevu,Hope
2130,Raaja prathyaksha devatha ....,Hope
7067,ಬ್ರೋ ಸೂಪರ್ ಆಗಿ til tokersನ roast ಮಾಡ್ತಿರ til tok maadorella ಶ್ಯಾ ಟ ಗಳು,Not-Hope
5247,ಹೌದೋ ಹುಲಿಯಾ,Hope
7354,ONDU LIKES ELLA,Not-Hope
5136,Super tippa story,Not-Hope
5353,sakath bro,Not-Hope
1287,Bindu gowda ge sariyyagi batthi itree sir ..super sir neevu,Not-Hope
2268,ಇದೇ ಟ್ರೇಂಡ್ ಸೆಟ್ಟಿಂಗ್ ಎಂದರೆ... All the best ASN,Hope
4959,basavaraj tambak lol  Peddha,Not-Hope
4067,ASN movie na 1st day 1st show nodoru like maadi,Not-Hope
7232,ಹಾಡು ಸುಪರ್ ಸಂಗೀತ ಸಂಯೋಜನೆ ಸುಪರ್ ಸುಪರ್,Not-Hope
1283,ಸರಿ ಇದೆ ಅಣ್ಣ,Hope
4493,ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ,Hope
6181,Sexyyyy.. tiktok sade galige sakath tong,Not-Hope
7451,Ganesh Bhat -ಅಯ್ಯೊ ಮರಾಯ ನನ್ನಗೆ ನಿನ್ನ ಮನೆ ಮಜ್ಜಿಗೆ ಯಾಕಪ್ಪಾ. ಯಾರಾದರೂ ದಾರಿಹೊಕರಿಗೆ ನಿಡಪ್ಪಾ,Not-Hope
6095,Nys cmnt gagana mem,Not-Hope
5442,ಹಾಡು  ತುಂಬಾ  ಚೆನ್ನಾಗಿ ಇದೇ ಹುಲಿಯ nಇದೇ ಡಿಸೆಂಬರ್ 27 ಕ್ಕೆ ಮೂವಿ ತೆರೆಗೆ ಬರ್ತಿದೇ ಯಲ್ಲ  ಹಳೆ ರೆಕಾರ್ಡ್ ಗಳ್ ಗೆಲ್ಲ RIP. ಬರ್ತಾ ಇರೋದು ನಮ್ಮ  ಹುಲಿಯ,Hope
4456,Daridra rajkaranadinda Kelsane sigtilla guru company factory yella muccho stitili idare,Not-Hope
1875,Navu kuri Alla guru kaliyugada kaligallu,Hope
5725,3ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರು  ನೋಡ್ತಾ ಇದ್ದೀರಾ,Not-Hope
5926,ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ  ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್,Hope
5995,Super video broo,Not-Hope
1855,Nija 100%  but aswastama antta heg  kandiditare..,Not-Hope
1787,Super sir keep it,Hope
369,Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu,Not-Hope
3385,@Kiccha Vitthal ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್,Not-Hope
5846,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
3327,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,Hope
7566,@Lemon & are you from odissa?,Not-Hope
1227,Lo Anna ninu nijvada hero kanocorrect agi helde,Hope
5342,Bro nim videos delete agalla bedi  bro don't worry do videos bro,Not-Hope
6559,Your father is a great actor.but industry nalli ollethankke bele kodalla.olle natarige sambavane kodalla.mohini maukha holuva parabasha Marina hakkondu movie dabba movie Madi,Hope
2927,All d best frm appu boys,Not-Hope
2670,Yuddha maadabeku 'odhabaradhu' katukara mundhe bhagavadhgeethe...,Hope
4935,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
347,@ಕಿಚ್ಚನ ಹಾವಳಿ astu cheepalla bido nimtara 60cr above madide pailwan kurukshetra 100cr collection madide,Not-Hope
2010,ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,Hope
2193,ಸಾರ್ ಅಶ್ವತ್ಥ್ ಅಪ್ಪಾಜೀ ಅಂತಹ ತಂದೆಯವರನ್ನು ಪಡೆದ ನೀವು ಧನ್ಯರು,Hope
7378,ಸತ್ಯಕ್ಕೆ ಸಾವಿಲ್ಲ ಸುಳ್ಳಿಗೆ ಸುಖವಿಲ್ಲ  ಇದುಸತ್ಯ,Hope
5135,Sundaravada Kate super,Not-Hope
1221,Anna super Anna,Not-Hope
